Id,Locality,Type,SubType,Sale_Type,Price,Bedrooms,Living_Area,Is_Equiped_Kitchen,Is_Furnished,Is_Open_Fire,Terrace,Terrace_Area,Garden,Garden_Area,Land_Surface,Surface of the plot,State,Facades,Swim_pool
20312875,Ben-Ahin,House,house,Private,129500,5,180,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,180,75,To be done up,2,TRUE
20312872,Boncelles,House,house,Private,209000,2,100,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,100,213,Not Known,0,FALSE
20312861,Gent,Other,offices,Private,495000,0,137,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,137,0,Not Known,0,FALSE
20312849,Herzele,House,house,Private,374500,3,140,FALSE,FALSE,FALSE,TRUE,27,FALSE,0,167,250,Not Known,3,FALSE
20312846,Mortsel,Apartment,apartment,Private,285000,3,120,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,120,0,Not Known,2,FALSE
20312845,Koningshooikt,House,house,Private,1245000,8,485,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,485,14853,As new,4,FALSE
20312844,Dessel,House,mixed-use-building,Private,1495000,3,717,TRUE,FALSE,TRUE,TRUE,0,FALSE,0,717,3140,Not Known,4,TRUE
20312842,Hoevenen,Apartment,duplex,Private,249000,1,70,TRUE,FALSE,FALSE,TRUE,30,FALSE,0,100,0,Good,2,TRUE
20312841,Beverst,House,house,Private,285000,3,155,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,155,626,To be done up,0,TRUE
20312840,Bazel,House,house,Private,388000,3,147,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,147,180,Good,0,FALSE
20312839,Gentbrugge,Apartment,apartment,Private,399000,2,142,FALSE,FALSE,FALSE,TRUE,60,FALSE,0,202,0,Good,0,FALSE
20312838,Wijnegem,House,house,Private,585000,3,163,TRUE,FALSE,FALSE,FALSE,0,TRUE,200,363,305,As new,3,FALSE
20312837,Antwerpen,House,house,Private,288000,4,190,FALSE,FALSE,FALSE,TRUE,14,FALSE,0,204,48,To renovate,0,FALSE
20312837,Antwerpen,House,house,Private,288000,4,190,FALSE,FALSE,FALSE,TRUE,14,FALSE,0,204,48,To renovate,0,FALSE
20312833,Mechelen,House,house,Private,745000,4,260,FALSE,FALSE,FALSE,FALSE,0,TRUE,70,330,0,As new,3,TRUE
20312832,Mechelen,House,house,Private,495000,3,202,TRUE,FALSE,FALSE,TRUE,6,TRUE,61,269,147,As new,3,TRUE
20312829,Mechelen,House,house,Private,495000,3,202,TRUE,FALSE,FALSE,TRUE,6,TRUE,61,269,147,Just renovated,3,TRUE
20312828,Mechelen,House,house,Private,745000,4,260,FALSE,FALSE,FALSE,FALSE,0,TRUE,70,330,0,As new,3,TRUE
20312815,Sint-katelijne-waver,House,house,Private,290000,3,132,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,132,135,To renovate,0,FALSE
